seqname,source,feature,start,end,strand,GenBank_locus_tag,Product,gene_biotype,protein_id,name
NC_003318.1,RefSeq,gene,685527,685600,-,BME_RS13390,tRNA-Cys,tRNA,NA,BME_RS13390
NC_003318.1,RefSeq,gene,685790,687979,-,BME_RS13395,alkaline phosphatase,protein_coding,WP_004681912.1,BME_RS13395
NC_003318.1,RefSeq,gene,688150,689487,-,BME_RS13400,DNA polymerase IV,protein_coding,WP_002969333.1,BME_RS13400
NC_003318.1,RefSeq,pseudogene,689938,690446,+,BME_RS13405,nucleoside diphosphate kinase regulator,pseudogene,NA,BME_RS13405
NC_003318.1,RefSeq,gene,690502,690789,-,BME_RS13410,DUF3572 domain-containing protein,protein_coding,WP_002966021.1,BME_RS13410
NC_003318.1,RefSeq,gene,690970,691341,+,BME_RS13415,two-component system response regulator,protein_coding,WP_002966022.1,BME_RS13415
NC_003318.1,RefSeq,gene,691462,692847,+,BME_RS13420,PleD family two-component system response regulator,protein_coding,WP_004681910.1,BME_RS13420
NC_003318.1,RefSeq,gene,692954,693121,-,BME_RS13425,50S ribosomal protein L33,protein_coding,WP_002966024.1,BME_RS13425
NC_003318.1,RefSeq,gene,693280,694422,-,BME_RS13430,MFS transporter,protein_coding,WP_004681909.1,BME_RS13430
NC_003318.1,RefSeq,gene,694497,695228,-,BME_RS13435,NUDIX hydrolase,protein_coding,WP_004681908.1,BME_RS13435
NC_003318.1,RefSeq,gene,695237,695614,-,BME_RS13440,DUF983 domain-containing protein,protein_coding,WP_004681907.1,BME_RS13440
NC_003318.1,RefSeq,gene,695697,698048,-,BME_RS13445,ribonuclease R,protein_coding,WP_011005669.1,BME_RS13445
NC_003318.1,RefSeq,gene,698052,700685,-,BME_RS13450,type I DNA topoisomerase,protein_coding,WP_002968433.1,BME_RS13450
NC_003318.1,RefSeq,gene,701118,702299,-,BME_RS13460,DNA-protecting protein DprA,protein_coding,WP_002967291.1,BME_RS13460
NC_003318.1,RefSeq,gene,702296,702901,-,BME_RS13465,glycerol-3-phosphate acyltransferase,protein_coding,WP_004681904.1,BME_RS13465
NC_003318.1,RefSeq,gene,702976,704262,-,BME_RS13470,dihydroorotase,protein_coding,WP_004681903.1,BME_RS13470
NC_003318.1,RefSeq,gene,704259,705227,-,BME_RS13475,aspartate carbamoyltransferase,protein_coding,WP_002966034.1,BME_RS13475
NC_003318.1,RefSeq,gene,705411,707039,+,BME_RS13480,acyl-CoA dehydrogenase,protein_coding,WP_002966035.1,BME_RS13480
NC_003318.1,RefSeq,gene,707024,707512,-,BME_RS13485,Holliday junction resolvase RuvX,protein_coding,WP_004681902.1,BME_RS13485
NC_003318.1,RefSeq,gene,707612,708325,+,BME_RS13490,metal-dependent hydrolase,protein_coding,WP_002971239.1,BME_RS13490
NC_003318.1,RefSeq,gene,708420,708707,+,BME_RS13495,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit C,protein_coding,WP_002966038.1,BME_RS13495
NC_003318.1,RefSeq,gene,708766,710247,+,BME_RS13500,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,protein_coding,WP_004681901.1,gatA
NC_003318.1,RefSeq,gene,710272,710496,+,BME_RS17270,hypothetical protein,protein_coding,WP_004681900.1,BME_RS17270
NC_003318.1,RefSeq,gene,710669,712768,-,BME_RS13510,DNA topoisomerase IV subunit B,protein_coding,WP_002966042.1,BME_RS13510
NC_003318.1,RefSeq,gene,713073,714002,+,BME_RS13515,membrane protein,protein_coding,WP_004681898.1,BME_RS13515
NC_003318.1,RefSeq,gene,714006,714755,-,BME_RS13520,lipoate-protein ligase B,protein_coding,WP_005971356.1,BME_RS13520
NC_003318.1,RefSeq,gene,714928,716397,-,BME_RS13525,histidine kinase,protein_coding,WP_002971240.1,BME_RS13525
NC_003318.1,RefSeq,gene,716637,717137,+,BME_RS13530,BA14K family protein,protein_coding,WP_002967296.1,BME_RS13530
NC_003318.1,RefSeq,gene,717119,717367,+,BME_RS17275,hypothetical protein,protein_coding,WP_002967297.1,BME_RS17275
NC_003318.1,RefSeq,gene,717481,717556,+,BME_RS13535,tRNA-Lys,tRNA,NA,BME_RS13535
NC_003318.1,RefSeq,gene,717641,718801,-,BME_RS13540,virulence factor family protein,protein_coding,WP_011069144.1,BME_RS13540
NC_003318.1,RefSeq,gene,719050,721668,-,BME_RS13545,bifunctional lysylphosphatidylglycerol flippase/synthetase MprF,protein_coding,WP_004681895.1,BME_RS13545
NC_003318.1,RefSeq,gene,721856,722602,+,BME_RS13550,cytochrome c biogenesis protein CcdA,protein_coding,WP_002966050.1,BME_RS13550
NC_003318.1,RefSeq,gene,722684,724048,+,BME_RS13555,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,protein_coding,WP_004681894.1,BME_RS13555
NC_003318.1,RefSeq,gene,724152,725975,+,BME_RS13560,glutamine--fructose-6-phosphate aminotransferase,protein_coding,WP_004684961.1,BME_RS13560
NC_003318.1,RefSeq,gene,726130,728238,-,BME_RS13565,DNA helicase RecG,protein_coding,WP_032448589.1,BME_RS13565
NC_003318.1,RefSeq,gene,728389,728682,+,BME_RS13570,succinate dehydrogenase assembly factor 2 family protein,protein_coding,WP_004681891.1,BME_RS13570
NC_003318.1,RefSeq,gene,728693,732205,+,BME_RS13575,transcription-repair coupling factor,protein_coding,WP_011005674.1,BME_RS13575
NC_003318.1,RefSeq,gene,732277,732696,+,BME_RS13580,FosX/FosE/FosI family fosfomycin resistance thiol transferase,protein_coding,WP_002966056.1,BME_RS13580
NC_003318.1,RefSeq,gene,732874,733548,-,BME_RS13585,DsbA family protein,protein_coding,WP_004681889.1,BME_RS13585
NC_003318.1,RefSeq,gene,733718,735565,-,BME_RS13590,ABC transporter substrate-binding protein,protein_coding,WP_002968428.1,BME_RS13590
NC_003318.1,RefSeq,gene,735910,736527,+,BME_RS13595,invasion associated locus B family protein,protein_coding,WP_002971243.1,BME_RS13595
NC_003318.1,RefSeq,gene,736660,736998,-,BME_RS13600,heat shock protein HspQ,protein_coding,WP_002966060.1,BME_RS13600
NC_003318.1,RefSeq,gene,737071,738315,-,BME_RS13605,2-octaprenyl-6-methoxyphenyl hydroxylase,protein_coding,WP_002969339.1,BME_RS13605
NC_003318.1,RefSeq,gene,738615,739445,+,BME_RS13610,phosphatidylcholine synthase,protein_coding,WP_004686877.1,BME_RS13610
NC_003318.1,RefSeq,gene,739442,740158,+,BME_RS13615,quinone oxidoreductase,protein_coding,WP_002966063.1,BME_RS13615
NC_003318.1,RefSeq,gene,740234,740416,+,BME_RS13620,quinone oxidoreductase,protein_coding,WP_005971381.1,BME_RS13620
NC_003318.1,RefSeq,gene,740520,742082,+,BME_RS13625,ABC transporter ATP-binding protein,protein_coding,WP_002966064.1,BME_RS13625
NC_003318.1,RefSeq,pseudogene,742082,743163,+,BME_RS13630,sugar ABC transporter permease,pseudogene,NA,BME_RS13630
NC_003318.1,RefSeq,gene,743168,744088,+,BME_RS13635,ABC transporter permease,protein_coding,WP_004681885.1,BME_RS13635
NC_003318.1,RefSeq,gene,744171,745238,+,BME_RS13640,BMP family ABC transporter substrate-binding protein,protein_coding,WP_004681884.1,BME_RS13640
NC_003318.1,RefSeq,gene,745378,746691,-,BME_RS13645,30S ribosomal protein S12 methylthiotransferase RimO,protein_coding,WP_002966068.1,BME_RS13645
NC_003318.1,RefSeq,gene,746855,747340,-,BME_RS13650,bacterioferritin,protein_coding,WP_004686876.1,BME_RS13650
NC_003318.1,RefSeq,gene,747306,747617,-,BME_RS13655,(2Fe-2S)-binding protein,protein_coding,WP_004681882.1,BME_RS13655
NC_003318.1,RefSeq,gene,748073,748387,-,BME_RS13660,antibiotic biosynthesis monooxygenase,protein_coding,WP_002966072.1,BME_RS13660
NC_003318.1,RefSeq,gene,748504,748965,-,BME_RS13665,transcriptional regulator,protein_coding,WP_004681881.1,BME_RS13665
NC_003318.1,RefSeq,gene,749211,749669,-,BME_RS13670,YbaK/EbsC family protein,protein_coding,WP_004681880.1,BME_RS13670
NC_003318.1,RefSeq,gene,749928,750017,+,BME_RS13675,tRNA-Ser,tRNA,NA,BME_RS13675
NC_003318.1,RefSeq,gene,750142,750549,-,BME_RS13680,hypothetical protein,protein_coding,WP_002972070.1,BME_RS13680
NC_003318.1,RefSeq,gene,750895,751218,+,BME_RS13685,hypothetical protein,protein_coding,WP_002970678.1,BME_RS13685
NC_003318.1,RefSeq,pseudogene,751315,751673,+,BME_RS13690,IS5/IS1182 family transposase,pseudogene,NA,BME_RS13690
NC_003318.1,RefSeq,gene,751758,752225,+,BME_RS13695,IS66 family insertion sequence hypothetical protein,protein_coding,WP_002968421.1,BME_RS13695
NC_003318.1,RefSeq,gene,752222,752575,+,BME_RS13700,IS66 family insertion sequence hypothetical protein,protein_coding,WP_004681878.1,BME_RS13700
NC_003318.1,RefSeq,pseudogene,752625,753599,+,BME_RS13705,transposase,pseudogene,NA,BME_RS13705
NC_003318.1,RefSeq,gene,753510,754274,-,BME_RS17280,transposase,protein_coding,WP_004681876.1,BME_RS17280
NC_003318.1,RefSeq,gene,754193,754798,+,BME_RS13715,YecA family protein,protein_coding,WP_002966079.1,BME_RS13715
NC_003318.1,RefSeq,pseudogene,754865,755281,+,BME_RS17285,IS5/IS1182 family transposase,pseudogene,NA,BME_RS17285
NC_003318.1,RefSeq,gene,755374,757398,+,BME_RS13725,hypothetical protein,protein_coding,WP_006138518.1,BME_RS13725
NC_003318.1,RefSeq,gene,757373,757741,+,BME_RS13730,IS5/IS1182 family transposase,protein_coding,WP_002969982.1,BME_RS13730
NC_003318.1,RefSeq,pseudogene,757738,758131,+,BME_RS17290,IS5/IS1182 family transposase,pseudogene,NA,BME_RS17290
NC_003318.1,RefSeq,pseudogene,758498,759720,+,BME_RS13735,AraC family transcriptional regulator,pseudogene,NA,BME_RS13735
NC_003318.1,RefSeq,gene,759754,760080,+,BME_RS13740,hypothetical protein,protein_coding,WP_004681873.1,BME_RS13740
NC_003318.1,RefSeq,gene,760197,760694,-,BME_RS13745,DUF995 domain-containing protein,protein_coding,WP_002972060.1,BME_RS13745
NC_003318.1,RefSeq,gene,760811,761542,-,BME_RS13750,mannan endo-1%2C4-beta-mannosidase,protein_coding,WP_004681872.1,BME_RS13750
NC_003318.1,RefSeq,gene,761512,761754,-,BME_RS17295,hypothetical protein,protein_coding,WP_005971429.1,BME_RS17295
NC_003318.1,RefSeq,gene,761804,762349,-,BME_RS13755,DUF995 domain-containing protein,protein_coding,WP_002966084.1,BME_RS13755
NC_003318.1,RefSeq,gene,762339,763763,-,BME_RS13760,UDP-glucose/GDP-mannose dehydrogenase family protein,protein_coding,WP_004681871.1,BME_RS13760
NC_003318.1,RefSeq,pseudogene,763778,765614,-,BME_RS13765,N-acetylglucosaminyltransferase,pseudogene,NA,BME_RS13765
NC_003318.1,RefSeq,gene,765611,766597,-,BME_RS13770,UDP-glucose 4-epimerase GalE,protein_coding,WP_004681869.1,BME_RS13770
NC_003318.1,RefSeq,gene,766597,767193,-,BME_RS13775,dTDP-glucose 4%2C6-dehydratase,protein_coding,WP_004681868.1,BME_RS13775
NC_003318.1,RefSeq,pseudogene,767148,767347,+,BME_RS17300,hypothetical protein,pseudogene,NA,BME_RS17300
NC_003318.1,RefSeq,gene,767435,767782,+,BME_RS13780,hypothetical protein,protein_coding,WP_002966091.1,BME_RS13780
NC_003318.1,RefSeq,gene,768209,769786,+,BME_RS13785,peptide ABC transporter substrate-binding protein,protein_coding,WP_004681867.1,BME_RS13785
NC_003318.1,RefSeq,gene,769898,771475,+,BME_RS13790,peptide ABC transporter substrate-binding protein,protein_coding,WP_004681866.1,BME_RS13790
NC_003318.1,RefSeq,gene,771690,772613,+,BME_RS13795,ABC transporter,protein_coding,WP_004681865.1,BME_RS13795
NC_003318.1,RefSeq,gene,772606,773739,+,BME_RS13800,peptide ABC transporter permease,protein_coding,WP_004681864.1,BME_RS13800
NC_003318.1,RefSeq,gene,773741,775351,+,BME_RS13805,ABC transporter ATP-binding protein,protein_coding,WP_002966097.1,BME_RS13805
NC_003318.1,RefSeq,gene,775433,776071,+,BME_RS13810,DNA oxidative demethylase AlkB,protein_coding,WP_004681863.1,BME_RS13810
NC_003318.1,RefSeq,pseudogene,776142,776231,-,BME_RS17305,cobalamin biosynthesis protein CbiG,pseudogene,NA,BME_RS17305
NC_003318.1,RefSeq,gene,776230,777540,-,BME_RS13815,MFS transporter,protein_coding,WP_002966099.1,BME_RS13815
NC_003318.1,RefSeq,gene,777787,778809,+,BME_RS13820,S58 family peptidase,protein_coding,WP_002966100.1,BME_RS13820
NC_003318.1,RefSeq,gene,779104,781569,+,BME_RS13825,DNA translocase FtsK,protein_coding,WP_041594657.1,BME_RS13825
NC_003318.1,RefSeq,gene,781837,782016,+,BME_RS17310,hypothetical protein,protein_coding,WP_002968969.1,BME_RS17310
NC_003318.1,RefSeq,gene,782032,782241,+,BME_RS17315,hypothetical protein,protein_coding,WP_002969343.1,BME_RS17315
NC_003318.1,RefSeq,gene,782263,783024,+,BME_RS13830,SURF1 family protein,protein_coding,WP_004681861.1,BME_RS13830
NC_003318.1,RefSeq,pseudogene,783013,784398,-,BME_RS13835,dihydrolipoyl dehydrogenase,pseudogene,NA,BME_RS13835
NC_003318.1,RefSeq,gene,784412,785707,-,BME_RS13840,2-oxo acid dehydrogenase subunit E2,protein_coding,WP_004681859.1,BME_RS13840
NC_003318.1,RefSeq,gene,785708,786721,-,BME_RS13845,alpha-ketoacid dehydrogenase subunit beta,protein_coding,WP_004681858.1,BME_RS13845
NC_003318.1,RefSeq,gene,786825,788057,-,BME_RS13850,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha,protein_coding,WP_002966107.1,BME_RS13850
NC_003318.1,RefSeq,gene,788354,788605,-,BME_RS13855,hypothetical protein,protein_coding,WP_002966108.1,BME_RS13855
NC_003318.1,RefSeq,gene,788658,789659,-,BME_RS13860,ABC transporter ATP-binding protein,protein_coding,WP_002966109.1,BME_RS13860
NC_003318.1,RefSeq,gene,789689,790759,-,BME_RS13865,gfo/Idh/MocA family oxidoreductase,protein_coding,WP_041594658.1,BME_RS13865
NC_003318.1,RefSeq,gene,790756,791595,-,BME_RS13870,carbohydrate ABC transporter permease,protein_coding,WP_002966111.1,BME_RS13870
NC_003318.1,RefSeq,gene,791608,792552,-,BME_RS13875,sugar ABC transporter permease,protein_coding,WP_002967307.1,BME_RS13875
NC_003318.1,RefSeq,pseudogene,792925,794184,-,BME_RS17320,sugar ABC transporter substrate-binding protein,pseudogene,NA,BME_RS17320
NC_003318.1,RefSeq,gene,794181,794369,-,BME_RS17325,hypothetical protein,protein_coding,WP_002966115.1,BME_RS17325
NC_003318.1,RefSeq,gene,794533,795420,+,BME_RS13890,N-acetylglucosamine kinase,protein_coding,WP_002966116.1,BME_RS13890
NC_003318.1,RefSeq,gene,795417,796190,+,BME_RS13895,GntR family transcriptional regulator,protein_coding,WP_004681856.1,BME_RS13895
NC_003318.1,RefSeq,gene,796241,796396,-,BME_RS13900,cytochrome bd-I oxidase subunit CydX,protein_coding,WP_002972046.1,BME_RS13900
NC_003318.1,RefSeq,pseudogene,796413,797565,-,BME_RS13905,cytochrome d ubiquinol oxidase subunit II,pseudogene,NA,BME_RS13905
NC_003318.1,RefSeq,gene,797571,799148,-,BME_RS13910,cytochrome bd oxidase subunit I,protein_coding,WP_002967308.1,BME_RS13910
NC_003318.1,RefSeq,gene,799291,800973,-,BME_RS13915,thiol reductant ABC exporter subunit CydC,protein_coding,WP_004681854.1,BME_RS13915
NC_003318.1,RefSeq,gene,800970,802706,-,BME_RS13920,thiol reductant ABC exporter subunit CydD,protein_coding,WP_004681853.1,BME_RS13920
NC_003318.1,RefSeq,gene,802703,803239,-,BME_RS13925,GbsR/MarR family transcriptional regulator,protein_coding,WP_011069136.1,BME_RS13925
NC_003318.1,RefSeq,gene,803315,803647,-,BME_RS17330,hypothetical protein,protein_coding,WP_004681852.1,BME_RS17330
NC_003318.1,RefSeq,gene,803664,804026,-,BME_RS13930,cation:proton antiporter,protein_coding,WP_002966125.1,BME_RS13930
NC_003318.1,RefSeq,gene,804023,804304,-,BME_RS13935,K+/H+ antiporter subunit F,protein_coding,WP_002966126.1,BME_RS13935
NC_003318.1,RefSeq,gene,804301,804816,-,BME_RS13940,Na+/H+ antiporter subunit E,protein_coding,WP_004681851.1,BME_RS13940
NC_003318.1,RefSeq,gene,804813,806441,-,BME_RS13945,monovalent cation/H+ antiporter subunit D,protein_coding,WP_011005702.1,BME_RS13945
NC_003318.1,RefSeq,gene,806444,806782,-,BME_RS13950,Na+/H+ antiporter subunit C,protein_coding,WP_004681849.1,BME_RS13950
NC_003318.1,RefSeq,gene,806782,809700,-,BME_RS13955,monovalent cation/H+ antiporter subunit A,protein_coding,WP_004681848.1,BME_RS13955
NC_003318.1,RefSeq,gene,810141,811469,-,BME_RS13960,hydroxyacylglutathione hydrolase,protein_coding,WP_002966131.1,BME_RS13960
NC_003318.1,RefSeq,gene,811793,812392,+,BME_RS13965,hypothetical protein,protein_coding,WP_002966132.1,BME_RS13965
NC_003318.1,RefSeq,gene,812444,812962,-,BME_RS13970,molybdopterin adenylyltransferase,protein_coding,WP_002966133.1,BME_RS13970
NC_003318.1,RefSeq,gene,813225,813506,+,BME_RS13975,hypothetical protein,protein_coding,WP_002966134.1,BME_RS13975
NC_003318.1,RefSeq,gene,813862,814902,+,BME_RS13980,biotin synthase BioB,protein_coding,WP_002966136.1,BME_RS13980
NC_003318.1,RefSeq,gene,814899,816035,+,BME_RS13985,8-amino-7-oxononanoate synthase,protein_coding,WP_011005704.1,BME_RS13985
NC_003318.1,RefSeq,gene,816032,816670,+,BME_RS13990,ATP-dependent dethiobiotin synthetase BioD,protein_coding,WP_004681846.1,BME_RS13990
NC_003318.1,RefSeq,gene,816667,817941,+,BME_RS13995,adenosylmethionine--8-amino-7-oxononanoate transaminase,protein_coding,WP_004681845.1,BME_RS13995
NC_003318.1,RefSeq,gene,817938,818918,+,BME_RS14000,ketoacyl-ACP synthase III,protein_coding,WP_002966140.1,BME_RS14000
NC_003318.1,RefSeq,gene,819147,819590,-,BME_RS15780,hypothetical protein,protein_coding,WP_002966141.1,BME_RS15780
NC_003318.1,RefSeq,gene,819762,820682,+,BME_RS14015,homoserine O-succinyltransferase,protein_coding,WP_004681844.1,BME_RS14015
NC_003318.1,RefSeq,gene,820750,821637,-,BME_RS14020,glycosyl hydrolase,protein_coding,WP_004681843.1,BME_RS14020
NC_003318.1,RefSeq,gene,821676,823109,+,BME_RS14025,sodium:alanine symporter family protein,protein_coding,WP_002966144.1,BME_RS14025
NC_003318.1,RefSeq,pseudogene,823390,824140,-,BME_RS14035,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein,pseudogene,NA,BME_RS14035
NC_003318.1,RefSeq,gene,824462,824911,+,BME_RS14040,MarR family transcriptional regulator,protein_coding,WP_002966147.1,BME_RS14040
NC_003318.1,RefSeq,gene,824994,826268,+,BME_RS14045,NAD(P)/FAD-dependent oxidoreductase,protein_coding,WP_004681841.1,BME_RS14045
NC_003318.1,RefSeq,gene,826391,826741,-,BME_RS14050,DUF488 domain-containing protein,protein_coding,WP_002966149.1,BME_RS14050
NC_003318.1,RefSeq,gene,826936,827154,-,BME_RS14055,hypothetical protein,protein_coding,WP_002966150.1,BME_RS14055
NC_003318.1,RefSeq,gene,827166,827531,-,BME_RS17335,hypothetical protein,protein_coding,WP_002966152.1,BME_RS17335
NC_003318.1,RefSeq,gene,827461,827661,+,BME_RS14060,hypothetical protein,protein_coding,WP_002966151.1,BME_RS14060
NC_003318.1,RefSeq,gene,827855,828571,+,BME_RS14065,DNA-binding response regulator,protein_coding,WP_002966153.1,BME_RS14065
NC_003318.1,RefSeq,gene,828568,829992,+,BME_RS14070,two-component sensor histidine kinase,protein_coding,WP_004686096.1,BME_RS14070
NC_003318.1,RefSeq,gene,830064,831113,-,BME_RS14075,HlyD family secretion protein,protein_coding,WP_002971258.1,BME_RS14075
NC_003318.1,RefSeq,pseudogene,831138,832767,-,BME_RS14080,MFS transporter,pseudogene,NA,BME_RS14080
NC_003318.1,RefSeq,gene,832760,833248,-,BME_RS14085,MarR family transcriptional regulator,protein_coding,WP_004681838.1,BME_RS14085
NC_003318.1,RefSeq,gene,833415,833594,-,BME_RS14090,hypothetical protein,protein_coding,WP_014517383.1,BME_RS14090
NC_003318.1,RefSeq,gene,833526,834617,+,BME_RS14095,ABC transporter substrate-binding protein,protein_coding,WP_002970710.1,BME_RS14095
NC_003318.1,RefSeq,gene,834663,835430,+,BME_RS14100,ABC transporter ATP-binding protein,protein_coding,WP_004681837.1,BME_RS14100
NC_003318.1,RefSeq,gene,835423,836241,+,BME_RS14105,ABC transporter permease,protein_coding,WP_004686098.1,BME_RS14105
NC_003318.1,RefSeq,gene,836248,836646,-,BME_RS14110,cupin domain-containing protein,protein_coding,WP_004681835.1,BME_RS14110
NC_003318.1,RefSeq,gene,836684,837823,-,BME_RS14115,ABC transporter permease,protein_coding,WP_002966162.1,BME_RS14115
NC_003318.1,RefSeq,gene,837820,838740,-,BME_RS14120,ABC transporter ATP-binding protein,protein_coding,WP_005971535.1,BME_RS14120
NC_003318.1,RefSeq,gene,838751,839695,-,BME_RS14125,hemolysin secretion protein D,protein_coding,WP_004686871.1,BME_RS14125
NC_003318.1,RefSeq,gene,839700,840419,-,BME_RS14130,DUF1956 domain-containing protein,protein_coding,WP_002966165.1,BME_RS14130
NC_003318.1,RefSeq,gene,840722,840922,-,BME_RS17340,hypothetical protein,protein_coding,WP_080502846.1,BME_RS17340
NC_003318.1,RefSeq,gene,840996,842054,-,BME_RS14135,AI-2E family transporter,protein_coding,WP_005971540.1,BME_RS14135
NC_003318.1,RefSeq,gene,842300,843007,+,BME_RS14140,GntR family transcriptional regulator,protein_coding,WP_002966168.1,BME_RS14140
NC_003318.1,RefSeq,gene,843030,843467,-,BME_RS14145,membrane protein,protein_coding,WP_002966169.1,BME_RS14145
NC_003318.1,RefSeq,gene,843464,843874,-,BME_RS14150,membrane protein,protein_coding,WP_002967313.1,BME_RS14150
NC_003318.1,RefSeq,gene,843871,844194,-,BME_RS14155,transcriptional regulator,protein_coding,WP_002968382.1,BME_RS14155
